frame,time_s,dt_ms,dy_px,speed_px_s,quality
290,3.304700,8.367,116.0,13864.5,1.764
291,3.313067,8.367,112.0,13386.5,5.919
292,3.321433,8.367,128.0,15298.8,8.726
293,3.329533,8.100,112.0,13827.2,2.418
294,3.337967,8.433,112.0,13280.6,2.062
295,3.347011,9.044,124.0,13710.1,2.110
296,3.354900,7.889,108.0,13690.1,9.003
297,3.362900,8.000,108.0,13500.0,2.229
298,3.372811,9.911,104.0,10493.3,1.176
299,3.380433,7.622,116.0,15218.7,1.093
300,3.388456,8.022,104.0,12964.0,2.618
301,3.396244,7.789,100.0,12838.8,1.095
302,3.404256,8.011,112.0,13980.6,4.130
303,3.412978,8.722,100.0,11465.0,9.902
304,3.421144,8.167,96.0,11755.1,1.227
305,3.429456,8.311,108.0,12994.7,3.204
306,3.437767,8.311,96.0,11550.8,2.971
307,3.446078,8.311,92.0,11069.5,1.210
308,3.454289,8.211,104.0,12665.8,10.691
309,3.462211,7.922,92.0,11612.9,5.077
310,3.470800,8.589,88.0,10245.8,2.870
311,3.483967,13.167,100.0,7594.9,2.595
312,3.487044,3.078,0.0,0.0,72.129
313,3.496044,9.000,156.0,17333.3,10.026
314,3.504444,8.400,128.0,15238.1,3.360
315,3.513056,8.611,128.0,14864.5,3.360
316,3.521178,8.122,128.0,15759.2,3.150
317,3.530300,9.122,128.0,14031.7,3.408
318,3.538689,8.389,128.0,15258.3,3.073
319,3.546489,7.800,128.0,16410.3,3.174
320,3.554556,8.067,128.0,15867.8,75.483
321,3.562622,8.067,128.0,15867.8,3.145
322,3.571267,8.644,128.0,14807.2,3.217
323,3.579356,8.089,128.0,15824.2,2.982
324,3.586833,7.478,128.0,17117.4,3.011
325,3.595700,8.867,0.0,0.0,69.371
326,3.613511,17.811,124.0,6961.9,12.691
327,3.620889,7.378,124.0,16807.2,10.754
328,3.629244,8.356,124.0,14840.4,2.797
329,3.639600,10.356,140.0,13519.3,2.618
330,3.646578,6.978,124.0,17770.7,2.768
331,3.653556,6.978,120.0,17197.5,1.070
332,3.662622,9.067,136.0,15000.0,3.029
333,3.670478,7.856,120.0,15275.8,1.056
334,3.678944,8.467,120.0,14173.2,3.107
335,3.687189,8.244,136.0,16496.0,20.130
336,3.697256,10.067,120.0,11920.5,3.129
337,3.706044,8.789,120.0,13653.6,3.022
338,3.712011,5.967,132.0,22122.9,2.986
339,3.720378,8.367,116.0,13864.5,2.717
340,3.728744,8.367,116.0,13864.5,2.784
341,3.737389,8.644,128.0,14807.2,2.887
342,3.745333,7.944,116.0,14601.4,2.777
343,3.754011,8.678,112.0,12906.5,2.837
344,3.762256,8.244,128.0,15525.6,2.790
345,3.770622,8.367,112.0,13386.5,1.068
346,3.784289,13.667,112.0,8195.1,2.982
347,3.786856,2.567,124.0,48311.7,1.082
348,3.794933,8.078,108.0,13370.0,10.966
349,3.804378,9.444,104.0,11011.8,1.012
350,3.812267,7.889,116.0,14704.2,1.015
351,3.820811,8.544,104.0,12171.7,18.450
352,3.828878,8.067,104.0,12892.6,3.112
353,3.837411,8.533,112.0,13125.0,1.105
354,3.845433,8.022,100.0,12465.4,13.446
355,3.854344,8.911,100.0,11221.9,1.016
356,3.863133,8.789,96.0,10922.9,1.095
357,3.870800,7.667,108.0,14087.0,11.459
358,3.878733,7.933,96.0,12100.8,3.014
359,3.886667,7.933,92.0,11596.6,1.226
360,3.895111,8.444,104.0,12315.8,3.417
361,3.903956,8.844,92.0,10402.0,56.480
362,3.911989,8.033,88.0,10954.4,4.220
363,3.920022,8.033,0.0,0.0,287.851
364,3.928522,8.500,180.0,21176.5,15.296
365,3.936889,8.367,128.0,15298.8,3.137
366,3.945256,8.367,128.0,15298.8,3.535
367,3.953844,8.589,128.0,14903.0,57.874
368,3.962233,8.389,128.0,15258.3,2.955
369,3.970444,8.211,128.0,15588.6,3.192
370,3.978533,8.089,128.0,15824.2,2.778
371,3.987444,8.911,128.0,14364.1,1.113
372,3.994933,7.489,128.0,17092.0,2.895
373,4.003811,8.878,128.0,14418.0,44.756
374,4.011800,7.989,128.0,16022.3,1.109
375,4.020167,8.367,128.0,15298.8,3.131
376,4.045278,25.111,124.0,4938.1,2.958
377,4.054000,8.722,124.0,14216.6,3.413
378,4.061756,7.756,124.0,15988.5,2.621
379,4.069200,7.444,140.0,18806.0,1.043
380,4.084544,15.344,124.0,8081.1,2.806
381,4.087522,2.978,120.0,40298.5,1.047
382,4.094811,7.289,136.0,18658.5,2.983
383,4.103022,8.211,124.0,15101.5,1.011
384,4.111233,8.211,120.0,14614.3,28.902
385,4.119944,8.711,136.0,15612.2,3.164
386,4.127989,8.044,120.0,14917.1,23.624
387,4.136356,8.367,116.0,13864.5,1.098
388,4.145644,9.289,132.0,14210.5,2.710
389,4.153322,7.678,116.0,15108.5,9.427
390,4.161189,7.867,116.0,14745.8,2.587
391,4.172411,11.222,128.0,11405.9,3.066
392,4.179256,6.844,112.0,16363.6,1.022
393,4.186344,7.089,112.0,15799.4,3.024
394,4.194944,8.600,124.0,14418.6,1.011
395,4.203178,8.233,112.0,13603.2,1.033
396,4.211600,8.422,112.0,13298.2,3.054
397,4.219500,7.900,120.0,15189.9,3.109
398,4.229422,9.922,108.0,10884.7,13.745
399,4.236456,7.033,104.0,14786.7,3.228
400,4.244800,8.344,104.0,12463.4,2.922
401,4.253144,8.344,116.0,13901.5,3.294
402,4.261489,8.344,104.0,12463.4,1.021
403,4.270033,8.544,100.0,11703.5,2.844
404,4.278033,8.000,112.0,14000.0,36.449
405,4.286033,8.000,100.0,12500.0,2.659
406,4.294744,8.711,96.0,11020.4,2.819
407,4.302456,7.711,108.0,14005.8,13.556
408,4.311056,8.600,92.0,10697.7,1.228
409,4.319244,8.189,92.0,11234.7,4.888
410,4.328033,8.789,104.0,11833.1,6.494
411,4.341956,13.922,92.0,6608.1,2.317
412,4.345456,3.500,88.0,25142.9,2.686
413,4.351911,6.456,100.0,15490.5,2.820
414,4.360033,8.122,88.0,10834.5,1.062
415,4.369056,9.022,0.0,0.0,162.207
416,4.384067,15.011,188.0,12524.1,1.073
417,4.386300,2.233,148.0,66268.7,3.139
418,4.393000,6.700,116.0,17313.4,3.223
419,4.402733,9.733,184.0,18904.1,3.050
420,4.410878,8.144,64.0,7858.1,3.695
421,4.419456,8.578,140.0,16321.2,3.651
422,4.427378,7.922,148.0,18681.6,2.802
423,4.434911,7.533,116.0,15398.2,2.732
424,4.444156,9.244,124.0,13413.5,13.385
425,4.452644,8.489,124.0,14607.3,13.417
426,4.460756,8.111,148.0,18246.6,3.026
427,4.469178,8.422,0.0,0.0,60.065
428,4.485933,16.756,124.0,7400.5,3.261
429,4.495711,9.778,124.0,12681.8,16.032
430,4.503067,7.356,124.0,16858.0,18.662
431,4.510656,7.589,140.0,18448.0,19.236
432,4.518867,8.211,124.0,15101.5,17.124
433,4.528078,9.211,124.0,13462.0,3.060
434,4.535211,7.133,140.0,19626.2,2.906
435,4.545311,10.100,124.0,12277.2,1.062
436,4.551933,6.622,120.0,18120.8,1.048
437,4.560356,8.422,136.0,16147.8,17.729
438,4.568778,8.422,120.0,14248.0,2.982
439,4.577344,8.567,120.0,14007.8,15.612
440,4.586944,9.600,132.0,13750.0,1.042
441,4.595211,8.267,120.0,14516.1,1.049
442,4.602433,7.222,116.0,16061.5,1.058
443,4.610922,8.489,128.0,15078.5,1.027
444,4.618978,8.056,116.0,14400.0,10.577
445,4.627711,8.733,112.0,12824.4,3.217
446,4.635600,7.889,128.0,16225.4,28.483
447,4.644444,8.844,112.0,12663.3,35.055
448,4.652178,7.733,112.0,14482.8,2.891
449,4.665967,13.789,124.0,8992.7,2.646
450,4.668944,2.978,108.0,36268.7,2.572
451,4.676856,7.911,108.0,13651.7,2.407
452,4.685778,8.922,108.0,12104.6,1.172
453,4.693856,8.078,116.0,14360.4,1.155
454,4.702211,8.356,104.0,12446.8,20.294
455,4.710567,8.356,104.0,12446.8,1.168
456,4.718922,8.356,112.0,13404.3,3.427
457,4.727278,8.356,100.0,11968.1,9.723
458,4.735633,8.356,100.0,11968.1,1.003
459,4.743889,8.256,108.0,13082.1,1.033
460,4.752422,8.533,96.0,11250.0,2.948
461,4.760389,7.967,96.0,12050.2,2.820
462,4.768944,8.556,104.0,12155.8,2.837
463,4.777233,8.289,92.0,11099.2,44.356
464,4.785711,8.478,88.0,10380.1,1.168
465,4.794089,8.378,100.0,11936.3,2.592
466,4.801078,6.989,88.0,12591.4,2.329
467,4.809611,8.533,0.0,0.0,141.732
468,4.818011,8.400,188.0,22381.0,1.272
469,4.826078,8.067,148.0,18347.1,10.267
470,4.834278,8.200,116.0,14146.3,9.133
471,4.842478,8.200,124.0,15122.0,10.349
472,4.850833,8.356,124.0,14840.4,11.224
473,4.859189,8.356,148.0,17712.8,3.022
474,4.867267,8.078,116.0,14360.4,14.074
475,4.876944,9.678,124.0,12812.9,12.822
476,4.885489,8.544,148.0,17321.2,12.438
477,4.893689,8.200,116.0,14146.3,12.883
478,4.901711,8.022,148.0,18448.8,3.071
479,4.910167,8.456,0.0,0.0,130.706
480,4.927044,16.878,124.0,7346.9,3.120
481,4.934878,7.833,124.0,15829.8,2.815
482,4.943656,8.778,124.0,14126.6,2.747
483,4.958078,14.422,140.0,9707.2,2.780
484,4.961744,3.667,124.0,33818.2,12.098
485,4.968811,7.067,124.0,17547.2,11.989
486,4.976767,7.956,140.0,17597.8,2.633
487,4.985200,8.433,124.0,14703.6,2.619
488,4.993633,8.433,124.0,14703.6,1.101
489,5.002989,9.356,136.0,14536.8,2.848
490,5.012344,9.356,120.0,12826.6,1.142
491,5.019244,6.900,120.0,17391.3,19.453
492,5.026700,7.456,136.0,18241.4,2.835
493,5.035044,8.344,120.0,14380.8,1.037
494,5.043389,8.344,120.0,14380.8,2.711
495,5.051389,8.000,132.0,16500.0,2.869
496,5.059911,8.522,116.0,13611.5,12.736
497,5.069489,9.578,112.0,11693.7,1.016
498,5.078233,8.744,128.0,14637.9,44.204
499,5.086800,8.567,112.0,13073.9,2.976
500,5.093411,6.611,112.0,16941.2,31.296
501,5.101733,8.322,124.0,14899.9,2.697
502,5.111322,9.589,112.0,11680.2,1.007
503,5.119500,8.178,108.0,13206.5,2.983
504,5.127678,8.178,108.0,13206.5,2.779
505,5.135622,7.944,120.0,15104.9,3.093
506,5.143567,7.944,104.0,13090.9,22.374
507,5.151289,7.722,104.0,13467.6,2.756
508,5.160056,8.767,116.0,13231.9,1.003
509,5.167822,7.767,100.0,12875.5,2.793
510,5.176411,8.589,100.0,11642.9,1.040
511,5.184411,8.000,112.0,14000.0,3.111
512,5.193111,8.700,96.0,11034.5,2.800
513,5.200978,7.867,96.0,12203.4,17.870
514,5.209744,8.767,104.0,11863.1,2.781
515,5.217989,8.244,92.0,11159.0,5.372
516,5.226111,8.122,92.0,11326.9,4.124
517,5.234233,8.122,100.0,12311.9,2.781
518,5.242489,8.256,88.0,10659.5,58.857
519,5.257822,15.333,88.0,5739.1,61.289
520,5.260633,2.811,96.0,34150.2,20.731
521,5.267622,6.989,84.0,12019.1,3.950
522,5.276611,8.989,84.0,9344.9,3.585
523,5.284933,8.322,92.0,11054.7,4.451
524,5.292511,7.578,80.0,10557.2,3.318
525,5.301256,8.744,80.0,9148.7,76.283
526,5.309467,8.211,80.0,9742.9,3.663
527,5.319222,9.756,84.0,8610.5,1.039
528,5.327111,7.889,76.0,9633.8,3.259
529,5.334844,7.733,76.0,9827.6,3.243
530,5.343022,8.178,84.0,10271.7,2.603
531,5.351200,8.178,72.0,8804.3,2.628
532,5.359378,8.178,72.0,8804.3,160.475
533,5.368167,8.789,80.0,9102.4,2.630
534,5.376167,8.000,68.0,8500.0,2.760
535,5.384722,8.556,68.0,7948.1,3.319
536,5.392811,8.089,76.0,9395.6,197.194
537,5.401333,8.522,64.0,7509.8,1.102
538,5.409322,7.989,64.0,8011.1,3.061
539,5.417744,8.422,72.0,8548.8,186.503
540,5.426167,8.422,64.0,7598.9,113.747
541,5.434867,8.700,60.0,6896.6,1.014
542,5.442944,8.078,68.0,8418.2,3.584
543,5.451022,8.078,60.0,7427.8,237.566
544,5.459100,8.078,60.0,7427.8,261.718
545,5.467533,8.433,68.0,8063.2,1.047
546,5.475967,8.433,56.0,6640.3,3.453
547,5.484200,8.233,56.0,6801.6,3.558
548,5.492244,8.044,64.0,7955.8,1.056
549,5.502644,10.400,56.0,5384.6,254.273
550,5.509467,6.822,52.0,7622.1,3.566
551,5.517267,7.800,56.0,7179.5,1.021
552,5.526111,8.844,56.0,6331.7,1.017
553,5.534067,7.956,52.0,6536.3,233.819
554,5.542311,8.244,52.0,6307.3,3.430
555,5.551000,8.689,56.0,6445.0,257.400
556,5.566600,15.600,48.0,3076.9,3.312
557,5.570022,3.422,48.0,14026.0,333.097
558,5.576044,6.022,52.0,8634.7,1.074
559,5.584033,7.989,48.0,6008.3,3.437
560,5.593333,9.300,48.0,5161.3,1.005
561,5.601067,7.733,52.0,6724.1,3.016
562,5.609056,7.989,44.0,5507.6,2.984
563,5.623422,14.367,44.0,3062.6,372.685
564,5.625789,2.367,48.0,20281.7,3.205
565,5.632756,6.967,40.0,5741.6,1.117
566,5.642322,9.567,44.0,4599.3,1.114
567,5.650644,8.322,44.0,5287.0,1.106
568,5.662233,11.589,40.0,3451.6,2.967
569,5.668067,5.833,40.0,6857.1,350.063
570,5.674589,6.522,44.0,6746.2,295.375
571,5.684467,9.878,40.0,4049.5,2.952
572,5.691733,7.267,40.0,5504.6,1.083
573,5.700656,8.922,36.0,4034.9,1.076
574,5.709000,8.344,40.0,4793.6,3.020
575,5.717533,8.533,36.0,4218.8,333.561
576,5.725544,8.011,36.0,4493.8,360.388
577,5.733844,8.300,40.0,4819.3,344.398
578,5.741889,8.044,32.0,3977.9,1.060
579,5.750956,9.067,36.0,3970.6,1.060
580,5.759033,8.078,36.0,4456.7,1.060
581,5.767111,8.078,32.0,3961.5,3.495
